category,subcategory,url,name,offer_price,oldPrice,image-src,items_sold,location
"Fashion Bayi & Anak","Sepatu Bayi","/babyfit-POINTOE-sepatu-prewalker-anak-baby-perempuan-import-i.12739619.4454654451","babyfit POINTOE sepatu prewalker anak baby perempuan import","Rp35.625","Rp47.500","https://cf.shopee.co.id/file/162a2166c26d3f30a9e36b0820e5be2c_tn","248 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/kaos-kaki-bayi-anti-slip-motif-baby-kids-shocks-sepatu-bayi-perempuan-i.76033979.4915267837","kaos kaki bayi anti slip motif/baby kids shocks/sepatu bayi perempuan","Rp12.500","","https://cf.shopee.co.id/file/1025e19dcf7fdd69069774ae47b608e8_tn","1,1RB Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/Kaos-Kaki-Lantai-Bahan-Velvet-Tebal-Hangat-Anti-Slip-untuk-Bayi-Anak-i.13484023.7902616541","Kaos Kaki Lantai Bahan Velvet Tebal Hangat Anti Slip untuk Bayi / Anak","Rp33.796 - Rp36.778","","https://cf.shopee.co.id/file/6029f01fda1a749a8c7d1f255037872d_tn","1,1RB Terjual","Luar Negeri"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Bayi-prewalker-Sepatu-bayi-Baru-Lahir-Usia-1-sampai-12-bulan-Fita-Depan-i.161483232.6341541290","Sepatu Bayi prewalker Sepatu bayi Baru Lahir Usia 1 sampai 12 bulan Fita Depan","Rp39.000 - Rp42.000","","https://cf.shopee.co.id/file/6846ae6a8375b07e105c15d64abc4640_tn","91 Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/LKM048-1KG-28PC-LITTLE-KUMA-PREWALKER-BAYI-LAKI-LAKI-PEREMPUAN-SEPATU-BERSOL-LEMBUT-ANTI-SLIP-i.182900182.4612022702","LKM048 [1KG 28PC] LITTLE KUMA PREWALKER BAYI LAKI LAKI PEREMPUAN / SEPATU BERSOL LEMBUT ANTI SLIPGrosir","Rp30.850","Rp38.000","https://cf.shopee.co.id/file/7fedc4953f0abac345279ff2b121ad0b_tn","774 Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Anak-Laki-Laki-Pororo-Usia-1-3-Tahun-Sepatu-Anak-Balita-Murah-i.280606668.4148437846","Sepatu Anak Laki-Laki Pororo Usia 1-3 Tahun/Sepatu Anak Balita MurahHadiah Gratis","Rp21.900 - Rp24.900","","https://cf.shopee.co.id/file/ffd6a65425281e4789da34a1b01b7eb2_tn","131 Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Kaos-Kaki-Sepatu-Prewalker-Sepatu-Bayi-Balita-i.55182735.1801335384","Sepatu Kaos Kaki / Sepatu Prewalker / Sepatu Bayi Balita","Rp15.989","","https://cf.shopee.co.id/file/8f66ab1ffd06d90cea61acb142f2d81a_tn","2,5RB Terjual","KAB. MALANG"
"Fashion Bayi & Anak","Sepatu Bayi","/PREWALKER-BAYI-ANAK-3D-dengan-anti-slip-0-12-bulan-Nyaman-dan-CUTE-i.9597839.3737958167","PREWALKER BAYI ANAK 3D dengan anti slip 0-12 bulan Nyaman dan CUTEGrosir","Rp19.900","","https://cf.shopee.co.id/file/624b627426996c315c3d1ac0a7be24ca_tn","455 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/LKM165-Sepatu-Anak-Bayi-Prewalker-Sole-Bahan-Halus-Anti-Slip-dan-Bermotif-1KG-21PC-LITTLE-KUMA-i.182900182.7338522067","LKM165 Sepatu Anak Bayi Prewalker Sole Bahan Halus Anti-Slip dan Bermotif [1KG 21PC] LITTLE KUMA","Rp37.990","","https://cf.shopee.co.id/file/383d0df800129aff3b03e400c0beaf36_tn","390 Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/Kaos-Kaki-Rajut-Newborn-Bahan-Halus-cherrybabykidsshop-JH-i.4756994.2861819489","Kaos Kaki Rajut Newborn Bahan Halus cherrybabykidsshop JH","Rp33.000","","https://cf.shopee.co.id/file/c156dab9d35ea7881623687c20f7e204_tn","2,6RB Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/Hibts-Kaos-Kaki-Bayi-Laki-laki-Perempuan-Anti-Slip-dengan-Sol-Lembut-Gambar-Kartun-i.143659839.5310780172","Hibts Kaos Kaki Bayi Laki-laki / Perempuan Anti Slip dengan Sol Lembut Gambar Kartun","Rp28.400 - Rp32.660","","https://cf.shopee.co.id/file/af3c289b94c069729d1bd7f8b4a5f7e8_tn","591 Terjual","Luar Negeri"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-bayi-laki-laki-Sepatu-bayi-Prewalker-ASIC-Trendi-Oke-umur-6-24-bulan-i.49041367.7637893908","Sepatu bayi laki laki Sepatu bayi Prewalker ASIC  Trendi Oke umur 6 -24 bulan","Rp13.500","Rp30.000","https://cf.shopee.co.id/file/e89100015ff98e75ea06462516bdfccd_tn","799 Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/Prewalker-baby-sepatu-kets-belajar-berjalan-untuk-bayi-import-motif-Baby-i.18638126.5825811312","Prewalker baby / sepatu kets belajar berjalan untuk bayi import motif Baby","Rp29.302 - Rp29.900","","https://cf.shopee.co.id/file/320d50c3951af50317d5e9c8be460303_tn","336 Terjual","KOTA MALANG"
"Fashion Bayi & Anak","Sepatu Bayi","/PREMIUM-SKIDDERS-PREWALKER-SHOES-SEPATU-BAYI-ALAS-KARET-i.14102390.5215174736","PREMIUM SKIDDERS PREWALKER SHOES / SEPATU BAYI ALAS KARET","Rp68.500","","https://cf.shopee.co.id/file/0db54ebebaeeb0803bb3057ad83def40_tn","367 Terjual","KOTA TANGERANG"
"Fashion Bayi & Anak","Sepatu Bayi","/Kaos-Kaki-Anak-Skiders-Bayi-Prewalker-1-Pasang--i.23387978.1349348316","Kaos Kaki Anak - Skiders Bayi - Prewalker - [ 1 Pasang ]","Rp19.900","Rp37.900","https://cf.shopee.co.id/file/4bdcd4f3de97b611af4a9e5623977d92_tn","412 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/⭐-JKTMART-⭐-Kaos-Kaki-Bayi-Motif-Lucu-Anti-Slip-Socks-Cute-Sepatu-Anak-Karakter-CUTE-ANIMAL-3d-R148-i.304582081.3165050589","⭐ JKTMART ⭐ Kaos Kaki Bayi Motif Lucu Anti Slip Socks Cute Sepatu Anak Karakter CUTE ANIMAL 3d R148","Rp4.099","Rp25.000","https://cf.shopee.co.id/file/19d17d0bfe1c88a3113f1e15b481f52e_tn","303 Terjual","KAB. TANGERANG"
"Fashion Bayi & Anak","Sepatu Bayi","/-1KG-35PCS-JOLIECOLLECTIONS-KAOS-KAKI-PITA-KOREA-LUCU-TERBARU-KOREA-BAYI-DAN-ANAK-RIBBON-KAOS-KAKI-i.20542558.1161406595","[1KG 35PCS] JOLIECOLLECTIONS KAOS KAKI PITA KOREA LUCU TERBARU/KOREA BAYI DAN ANAK /RIBBON KAOS KAKI","Rp16.684","Rp46.905","https://cf.shopee.co.id/file/fd9c81a42843e823a4e7ca068e1131da_tn","2,1RB Terjual","KOTA BATAM"
"Fashion Bayi & Anak","Sepatu Bayi","/Jasa-Penambahan-Nama-(Tidak-Termasuk-Sepatu)-Freddie-the-Frog-My-Own-i.12267568.382179166","Jasa Penambahan Nama (Tidak Termasuk Sepatu) | Freddie the Frog | My Own","Rp15.000","","https://cf.shopee.co.id/file/3839e58e099a87ba5ad467fa1c66c3eb_tn","10RB+ Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/Kaos-kaki-karakter-anak-import-plus-anti-selip-i.43904137.7714347268","Kaos kaki karakter anak import plus anti selip","Rp4.650","","https://cf.shopee.co.id/file/fb77bbb10c97ff8bc3f9c9ec7f4cf767_tn","740 Terjual","KOTA MALANG"
"Fashion Bayi & Anak","Sepatu Bayi","/【dudubaba】-Sepatu-Prewalker-Casual-Breathable-Bayi-Perempuan-Aksen-Lace-Simpul-Pita-Sol-Lembut-Anti-Slip-i.30731329.7716419116","【dudubaba】 Sepatu Prewalker Casual Breathable Bayi Perempuan Aksen Lace&Simpul Pita + Sol Lembut Anti-Slip","Rp31.240 - Rp34.080","","https://cf.shopee.co.id/file/cfc6d88764961910e7bcf4c24098c8b0_tn","340 Terjual","Luar Negeri"
"Fashion Bayi & Anak","Sepatu Bayi","/【hibts】Kids-Boy-And-Girl-Cartoon-Mickey-Slip-proof-Breathable-Soft-Bottom-Toddler-Shoes-i.143659839.6449374100","【hibts】Kids Boy And Girl Cartoon Mickey Slip-proof Breathable Soft Bottom Toddler Shoes","Rp112.180 - Rp127.800","","https://cf.shopee.co.id/file/6f3e1a24a49a86e88afbdf6944e73adb_tn","54 Terjual","Luar Negeri"
"Fashion Bayi & Anak","Sepatu Bayi","/Prewalker-Kaos-Kaki-Bayi-Korea-Anti-Slip-i.17516705.2845232229","Prewalker Kaos Kaki Bayi Korea Anti Slip","Rp16.859 - Rp17.459","","https://cf.shopee.co.id/file/d5461531464be14498a30f5fcdb6f5ef_tn","3RB Terjual","KAB. SIDOARJO"
"Fashion Bayi & Anak","Sepatu Bayi","/-1KG-17PCS-JOLIECOLLECTIONS-KAOS-KAKI-BAYI-BONEKA-KARAKTER-3D-KAOS-KAKI-PANJANG-BELAJAR-JALAN-i.20542558.1790075809","[1KG 17PCS] JOLIECOLLECTIONS KAOS KAKI BAYI BONEKA KARAKTER 3D / KAOS KAKI PANJANG BELAJAR JALAN","Rp26.915","Rp70.830","https://cf.shopee.co.id/file/a1172cd98e09b4a467214945b021ae0a_tn","2,4RB Terjual","KOTA BATAM"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Anak-Bayi-Prewalker-Chedi-Sporty-Lucu-i.20985450.476838364","Sepatu Anak Bayi Prewalker Chedi Sporty Lucu","Rp17.575","Rp18.500","https://cf.shopee.co.id/file/b4d675cff25c2435a2917ea436d8dae5_tn","5,2RB Terjual","KOTA BANDUNG"
"Fashion Bayi & Anak","Sepatu Bayi","/babyfit-prewalker-WOLLY-POLI-sepatu-bayi-anak-import-girls-baby-shoes-i.12739619.4453950661","babyfit prewalker WOLLY POLI sepatu bayi anak import girls baby shoes","Rp35.625","Rp47.500","https://cf.shopee.co.id/file/20ecc5c3981e98948dace7be523f8a38_tn","208 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/Skidder-Bayi-Motif-022.4105.14-i.79065712.1725383439","Skidder Bayi Motif - 022.4105.14Hadiah Gratis","Rp31.000","","https://cf.shopee.co.id/file/5cf9b68fa91a82b8b585ffa0693f25e0_tn","1,2RB Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/SEPATU-MURAH-PREWALKER-BAYI-ANAK-BALITA-BELAJAR-JALAN-i.11290643.369131384","SEPATU MURAH PREWALKER BAYI ANAK BALITA BELAJAR JALAN","Rp14.999 - Rp30.000","","https://cf.shopee.co.id/file/367ad18a2c19a0cfc9288bb7e2c2b3a4_tn","4,7RB Terjual","KAB. TULUNGAGUNG"
"Fashion Bayi & Anak","Sepatu Bayi","/ELFYDO-Kaos-Kaki-Karakter-Bayi-Prewalker-Anti-Slip-Sepatu-Bayi-Motif-Kaos-Kaki-Import-Murah-i.173126447.5104153352","ELFYDO - Kaos Kaki Karakter Bayi Prewalker Anti Slip Sepatu Bayi Motif Kaos Kaki Import Murah","Rp11.500","Rp12.388","https://cf.shopee.co.id/file/74d857edbe1559efb4fccc111c33ae0b_tn","1,3RB Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/Mimicat-Prewalker-bayi-sepatu-bayi-dengan-nonslip-import-motif-bunga-i.18638126.6634420698","Mimicat- Prewalker bayi  sepatu bayi dengan nonslip import motif bunga","Rp45.900","","https://cf.shopee.co.id/file/27824e55fa980b076610de0f1894e2d6_tn","516 Terjual","KOTA MALANG"
"Fashion Bayi & Anak","Sepatu Bayi","/Babygiggles-Kaos-Kaki-Bayi-Anak-i.96328056.4835943864","Babygiggles - Kaos Kaki Bayi & Anak","Rp38.000","","https://cf.shopee.co.id/file/93b94a90110755caa826b123cccd9b51_tn","293 Terjual","KOTA TANGERANG SELATAN"
"Fashion Bayi & Anak","Sepatu Bayi","/vala-Sepatu-Bayi-Sneakers-Prewalker-Baby-Shoes-Anti-Slip-Laki-Perempuan-Casual-baby-shoes-i.49041367.7953672306","vala Sepatu Bayi Sneakers Prewalker Baby Shoes Anti Slip Laki Perempuan Casual baby shoes","Rp17.500 - Rp19.500","","https://cf.shopee.co.id/file/927ae93f3992f09ae602c0268cc04ba3_tn","225 Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/FUNSTORE-KKBAYI02-Sepatu-Prewalker-Bayi-Baby-Prewalker-Shoes-Socks-Anti-Slip-Kaos-Kaki-Anak-Bayi-i.31729281.6753201427","FUNSTORE KKBAYI02 Sepatu Prewalker Bayi - Baby Prewalker Shoes Socks Anti Slip Kaos Kaki Anak Bayi","Rp14.200","","https://cf.shopee.co.id/file/22dfc3214270ac69a7d74b2a6b6e9b00_tn","320 Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/Prewalker-Sepatu-Bayi-Baby-Shoes-Freddie-the-Frog-Tony-Checker-White-i.12267568.6216049719","Prewalker - Sepatu Bayi - Baby Shoes | Freddie the Frog | Tony Checker WhiteGrosir","Rp79.000","","https://cf.shopee.co.id/file/c0505426e574680435cd4c4f518cded8_tn","672 Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/VALA-sepatu-bayi-prewalker-baby-shoes-motif-kembang-kuning-i.49041367.6128326034","VALA sepatu bayi prewalker baby shoes motif kembang kuning","Rp8.500 - Rp9.000","","https://cf.shopee.co.id/file/a956ec32737e85c20a84d873d765e8cd_tn","490 Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/ho-D11-MARY-JANES-SANDAL-Sepatu-prewalker-bayi-dan-anak-perempuan-i.29824137.6940779603","ho D11 MARY JANES SANDAL Sepatu prewalker bayi dan anak perempuan","Rp42.480","Rp160.000","https://cf.shopee.co.id/file/3495a2f0efc38d5e546323c2fb09bb19_tn","249 Terjual","KOTA SURABAYA"
"Fashion Bayi & Anak","Sepatu Bayi","/PGT-1KG-MUAT-26-PCS-Kaos-kaki-korea-kaos-kaki-bulu-anak-kaos-kaki-binatang-baby-sock-i.130388596.7738093621","PGT [1KG MUAT 26 PCS] - Kaos kaki korea kaos kaki bulu anak kaos kaki binatang baby sockGrosir","Rp15.000","","https://cf.shopee.co.id/file/548671507e3f00e7469322d739d78b98_tn","387 Terjual","KOTA TANGERANG"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Sandal-Bahan-EVA-Aneka-Warna-Motif-Kartun-Hewan-untuk-Anak-i.229524734.6237075173","Sepatu Sandal Bahan EVA Aneka Warna Motif Kartun Hewan untuk AnakPilih 2, diskon Rp2.000","Rp69.999 - Rp78.000","","https://cf.shopee.co.id/file/bbab860208912b8dcd86b44a1bbecac5_tn","983 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/PREWALKER-KOREA-BAYI-PREWALKER-PREWALKER-BAYI-ANTI-SELIP-i.134543998.2598723026","PREWALKER KOREA BAYI / PREWALKER / PREWALKER BAYI ANTI SELIP","Rp20.790 - Rp21.790","","https://cf.shopee.co.id/file/d380a570f93215527938f6340fee34c8_tn","2,9RB Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/PATTERN-MOCCASINS-Sepatu-Bayi-Prewalker-Kaos-Kaki-Anak-Import-SPA-i.19327418.1728240193","PATTERN MOCCASINS Sepatu Bayi Prewalker Kaos Kaki Anak Import SPA","Rp18.900","Rp23.000","https://cf.shopee.co.id/file/fe3564d8b9f4873eecea5b9ac3dee822_tn","3,9RB Terjual","KOTA JAKARTA BARAT"
"Fashion Bayi & Anak","Sepatu Bayi","/janitra-sepatu-anak-bayi-prewalker-sepatu-baby-new-baby-vansss001-i.14158440.6643228111","janitra sepatu anak bayi prewalker  sepatu baby new baby vansss001","Rp16.750 - Rp17.750","","https://cf.shopee.co.id/file/7b4e7e7b16e94012a669e7ad4b33afc7_tn","5RB Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/3-Pasang-Kaos-Kaki-3D-Bayi-SNI-Oreo-Murah-i.11199293.2631190560","3 Pasang Kaos Kaki 3D Bayi SNI Oreo MurahPilih 4, bayar Rp72.000","Rp19.500","Rp22.500","https://cf.shopee.co.id/file/c86672d6138839323ee1b05f95994801_tn","926 Terjual","KAB. BANDUNG"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Bayi-Prewalkers-Sepatu-Bayi-Motif-Kucing-i.49041367.4050838775","Sepatu Bayi Prewalkers Sepatu Bayi Motif Kucing","Rp15.000 - Rp16.500","","https://cf.shopee.co.id/file/877af49d2d13065b7f9dcc683d43796d_tn","343 Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/-1KG-31PCS-JOLIECOLLECTIONS-KAOS-KAKI-BAYI-LAKI-LAKI-PEREMPUAN-KAOS-KAKI-BERSOL-LEMBUT-ANTI-SLIP-i.20542558.1859326644","[1KG 31PCS] JOLIECOLLECTIONS KAOS KAKI BAYI LAKI LAKI PEREMPUAN / KAOS KAKI BERSOL LEMBUT ANTI SLIP","Rp23.138","Rp37.774","https://cf.shopee.co.id/file/f2bec76f08e39fb54a254f88f115dc9c_tn","6RB Terjual","KOTA BATAM"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Anak-Bayi-Laki-Bunyi-Prewalker-Baby-Boots-Hammer-SBY23-i.76105924.2757474038","Sepatu Anak Bayi Laki Bunyi Prewalker Baby Boots Hammer SBY23Grosir","Rp30.400","Rp32.000","https://cf.shopee.co.id/file/4b0d84207314d8e1858b05c021795a52_tn","1,3RB Terjual","KOTA BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/PREWALKER-shoes-sepatu-bayi-kaoskaki-bayi-i.4316860.3313927867","PREWALKER shoes sepatu bayi kaoskaki bayi","Rp16.770","Rp21.500","https://cf.shopee.co.id/file/2e940a0d3a4d80609b0ba233498db93a_tn","948 Terjual","KOTA DEPOK"
"Fashion Bayi & Anak","Sepatu Bayi","/babyfit-DAYAZEE-sepatu-prewalker-anak-bayi-import-i.12739619.6354653681","babyfit DAYAZEE sepatu prewalker anak bayi import","Rp37.125","Rp49.500","https://cf.shopee.co.id/file/953ed6cba8ee7fb38be747406319c066_tn","318 Terjual","KOTA JAKARTA UTARA"
"Fashion Bayi & Anak","Sepatu Bayi","/Sepatu-Bayi-Prewalker-PATTERN-MOCCASINS-Kaos-Kaki-Bayi-Import-i.104199484.2437009440","Sepatu Bayi Prewalker PATTERN MOCCASINS Kaos Kaki Bayi Import","Rp16.200","Rp20.000","https://cf.shopee.co.id/file/525bd8cd74020e687472101ceaba09aa_tn","3,2RB Terjual","KOTA SURABAYA"
"Fashion Bayi & Anak","Sepatu Bayi","/Sandal-bulu-anak2-balita-bayak-karakter-lucu2-uk-21-30-i.55859819.1774239334","Sandal bulu anak2 balita bayak karakter lucu2 uk 21/30","Rp11.840","Rp32.000","https://cf.shopee.co.id/file/71d9970d867f3d5712ce65777e453805_tn","2,2RB Terjual","KAB. BOGOR"
"Fashion Bayi & Anak","Sepatu Bayi","/MARCHER-Sepatu-Prewalker-Anti-Slip-Sneaker-Baby-First-Shoes-Walker-Anak-Bayi-Kets-Motif-3-i.56372227.3930160820","MARCHER Sepatu Prewalker Anti-Slip Sneaker Baby First Shoes Walker Anak Bayi Kets Motif 3","Rp34.900","","https://cf.shopee.co.id/file/fc1cbe0beb4760357b32d2b439d1853c_tn","427 Terjual","KOTA JAKARTA SELATAN"
"Fashion Bayi & Anak","Sepatu Bayi","/SEPATU-PREWALKER-BAYI-LAKI-LAKI-PEREMPUAN-i.47950856.4916484903","SEPATU PREWALKER BAYI LAKI LAKI PEREMPUANGrosir","Rp14.500","","https://cf.shopee.co.id/file/b8f3dbcc18b9182522e049ba913cb603_tn","520 Terjual","KAB. BEKASI"
